text,quadruples
Place didn't feel inviting. Place is too dark at night with very few lights. Water pressure in the bathroom was bad with no hot water in our room.,"[{'aspect': 'Place', 'polarity': 'NEG', 'opinion': 'too dark', 'category': 'EXPERIENCE,AMBIENCE'}, {'aspect': 'Water pressure', 'polarity': 'NEG', 'opinion': 'bad', 'category': 'ROOM#BATHROOM'}]"
"It is an iconic location out from Ubud, facing a forest at the heart of the local community. Local home-front shops provide stuff for a bare living—a loving community surrounded by many paddy fields.
Tropical weather unveiled the beauty of the forest, river, and the fall.
Got to be in one of the villas.","[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'incognitive', 'category': 'LOCATION#GENERAL'}]"
A handrail on the stairs to the waterfall would open the walk for all ages.,"[{'aspect': 'handrail', 'polarity': 'POS', 'opinion': 'would open the walk for all ages', 'category': 'FACILITY#GENERAL'}]"
Pools were nice and the houses were cute and cozy,"[{'aspect': 'Pools', 'polarity': 'POS', 'opinion': 'nice', 'category': 'FACILITY#POOL'}, {'aspect': 'houses', 'polarity': 'POS', 'opinion': 'cute', 'category': 'HOTEL#GENERAL'}]"
The breakfast was a bit limited. you had a few menu options and they were not able to add things for your diet.,"[{'aspect': 'breakfast', 'polarity': 'NEG', 'opinion': 'limited', 'category': 'FOOD#CHOICE'}]"
"Very beautiful resort like hotel. Different restaurants, pools, own waterfall and river. Very kind and helpful personnel.","[{'aspect': 'resort', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'EXPERIENCE,AMBIENCE'}, {'aspect': 'restaurants', 'polarity': 'POS', 'opinion': 'different', 'category': 'LOCATION#NEARBY_AMENITIES'}, {'aspect': 'pools', 'polarity': 'POS', 'opinion': 'different', 'category': 'FACILITY#POOL'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'kind', 'category': 'SERVICE#GENERAL'}]"
The airconditioning and fridge are a bit loud. And we had no warm water. For a hotel of this level I would have liked to see this better. It was not a major problem for us.,"[{'aspect': 'airconditioning', 'polarity': 'NEG', 'opinion': 'loud', 'category': 'ROOM#AIRCON'}, {'aspect': 'fridge', 'polarity': 'NEG', 'opinion': 'loud', 'category': 'ROOM#FACILITY'}]"
Needs an elevator. Room 8 is up 40 steps,"[{'aspect': 'elevator', 'polarity': 'NEG', 'opinion': 'Needs', 'category': 'FACILITY#GENERAL'}]"
"Clean place, very polite and nice staff","[{'aspect': 'place', 'polarity': 'POS', 'opinion': 'Clean', 'category': 'HOTEL#CLEANLINESS'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'polite', 'category': 'SERVICE#GENERAL'}]"
Good value for money,"[{'aspect': 'money', 'polarity': 'POS', 'opinion': 'Good value', 'category': 'HOTEL#PRICE'}]"
Restaurant for lunch/dinner had great food. Fantastic views of the canopy. Staff friendly and helpful.,"[{'aspect': 'Restaurant', 'polarity': 'POS', 'opinion': 'great food', 'category': 'FOOD#TASTE'}, {'aspect': 'views', 'polarity': 'POS', 'opinion': 'Fantastic', 'category': 'LOCATION#VIEW'}, {'aspect': 'Staff', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#GENERAL'}]"
Dated decor and finishings,"[{'aspect': 'decor', 'polarity': 'NEG', 'opinion': 'Dated', 'category': 'EXPERIENCE,AMBIENCE'}, {'aspect': 'finishings', 'polarity': 'NEG', 'opinion': 'Dated', 'category': 'EXPERIENCE,AMBIENCE'}]"
Lovely friendly staff and a beautiful location in the hills surrounded by forests.,"[{'aspect': 'staff', 'polarity': 'POS', 'opinion': 'Friendly', 'category': 'SERVICE#GENERAL'}, {'aspect': 'location', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#GENERAL'}]"
"It was a bit further away from the centre of town than we thought but only a short taxi ride, less than 10 minutes.","[{'aspect': 'centre of town', 'polarity': 'NEG', 'opinion': 'bit farther away', 'category': 'LOCATION#GENERAL'}]"
Unique concept and amazing views and location,"[{'aspect': 'concept', 'polarity': 'POS', 'opinion': 'Unique', 'category': 'HOTEL#GENERAL'}, {'aspect': 'views', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'LOCATION#VIEW'}, {'aspect': 'location', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'LOCATION#GENERAL'}]"
Very inflexible rules and management and staff not so warm compared to other experiences in Bali. Food was quite average and small portion size. Mains served in entree plates and nothing special about the food offered.,"[{'aspect': 'rules', 'polarity': 'NEG', 'opinion': 'inflexible', 'category': 'SERVICE#GENERAL'}, {'aspect': 'management', 'polarity': 'NEG', 'opinion': 'not so warm', 'category': 'SERVICE#GENERAL'}, {'aspect': 'staff', 'polarity': 'NEG', 'opinion': 'not so warm', 'category': 'SERVICE#GENERAL'}]"
The waterfall (accessible from inside the resort).,"[{'aspect': 'waterfall', 'polarity': 'POS', 'opinion': 'accessible', 'category': 'LOCATION#VIEW'}]"
The view for breakfast.,"[{'aspect': 'view', 'polarity': 'POS', 'opinion': 'breakfast', 'category': 'ROOM#VIEW'}]"
The view of the big swimming pool.,"[{'aspect': 'view', 'polarity': 'POS', 'opinion': 'big swimming pool', 'category': 'ROOM#VIEW'}]"
Nestled in a peaceful village with beautiful traditional houses.,"[{'aspect': 'traditional houses', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'HOTEL#GENERAL'}]"
"Night vibes at the resort are a bit gloomy – those yellow dim lights, abstract painting (hung inside the room) and the  yellow hue of the room wall give off some spooky feels. 
The restaurant menu: not many choices, not too tasty, and a bit on the pricey side compared to other spots in Ubud town.
The pool had cigarette butts and some unknow things inside the pool (though the staff cleaned them up after I showed them, but the cleanliness game wasn't really on point.","[{'aspect': 'night vibes', 'polarity': 'NEG', 'opinion': 'gloomy', 'category': 'EXPERIENCE,AMBIENCE'}, {'aspect': 'restaurant menu', 'polarity': 'NEG', 'opinion': 'not many choices', 'category': 'FOOD#TASTE'}, {'aspect': 'pool', 'polarity': 'NEG', 'opinion': 'cigarette butts', 'category': 'FACILITY#POOL'}]"
"DONT DOUBT!! BOOK THIS RESORT!
Its so beautiful! The staff are chef kiss! I enjoyed it so much i booked another night on my last day! 10 stars for this hotel!","[{'aspect': 'staff', 'polarity': 'POS', 'opinion': 'Chef kiss', 'category': 'SERVICE#GENERAL'}, {'aspect': 'hotel', 'polarity': 'POS', 'opinion': '10 stars', 'category': 'HOTEL#GENERAL'}]"
We went there on our honeymoon and the room was decorated lovely but that's where it ended.,"[{'aspect': 'room', 'polarity': 'POS', 'opinion': 'lovely', 'category': 'ROOM#GENERAL'}]"
The views were great and the big pool area was nice,"[{'aspect': 'views', 'polarity': 'POS', 'opinion': 'great', 'category': 'LOCATION#VIEW'}, {'aspect': 'pool area', 'polarity': 'POS', 'opinion': 'nice', 'category': 'FACILITY#POOL'}]"
The views were great and the big pool area was nice the little pool was murkey waker.,"[{'aspect': 'views', 'polarity': 'POS', 'opinion': 'great', 'category': 'LOCATION#VIEW'}, {'aspect': 'pool area', 'polarity': 'POS', 'opinion': 'nice', 'category': 'FACILITY#POOL'}, {'aspect': 'pool', 'polarity': 'NEG', 'opinion': 'murkey waker', 'category': 'FACILITY#POOL'}]"
The food well was cold and chicken was deep fried to a dryness and not what we ordered.,"[{'aspect': 'food', 'polarity': 'POS', 'opinion': 'cold', 'category': 'FOOD#TASTE'}, {'aspect': 'chicken', 'polarity': 'NEG', 'opinion': 'deep fried', 'category': 'FOOD#TASTE'}]"
They had cocktails on their menu but no staff to make so the bar was limited but the sky bar was closed.,"[{'aspect': 'cocktails', 'polarity': 'NEG', 'opinion': 'had', 'category': 'FOOD#TASTE'}, {'aspect': 'staff', 'polarity': 'NEG', 'opinion': 'no', 'category': 'SERVICE#GENERAL'}]"
reasons were covid but not good enough.,"[{'aspect': 'covid', 'polarity': 'NEG', 'opinion': 'not good enough', 'category': 'SERVICE#GENERAL'}]"
The water did not work and we were told oh its a small tank but NO water came out and if you ran around the shower when it did work you might catch a few drops,"[{'aspect': 'water', 'polarity': 'NEG', 'opinion': 'not work', 'category': 'ROOM#BATHROOM'}]"
"Cleaning (smell of the room, dirty pool)","[{'aspect': 'room', 'polarity': 'NEG', 'opinion': 'Cleaning', 'category': 'ROOM#CLEANLINESS'}, {'aspect': 'pool', 'polarity': 'NEG', 'opinion': 'dirty', 'category': 'FACILITY#POOL'}]"
"Fantastic pool, breakfast and location - great friendly service","[{'aspect': 'pool', 'polarity': 'POS', 'opinion': 'Fantastic', 'category': 'FACILITY#POOL'}, {'aspect': 'breakfast', 'polarity': 'POS', 'opinion': 'Fantastic', 'category': 'FOOD#GENERAL'}, {'aspect': 'location', 'polarity': 'POS', 'opinion': 'great friendly', 'category': 'LOCATION#GENERAL'}, {'aspect': 'service', 'polarity': 'POS', 'opinion': 'great friendly', 'category': 'SERVICE#GENERAL'}]"
"Everything about the property was amazing! Book it, you will NOT be disappointed","[{'aspect': 'property', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'HOTEL#GENERAL'}]"
"Location, staff","[{'aspect': 'staff', 'polarity': 'POS', 'opinion': 'staff', 'category': 'SERVICE#GENERAL'}]"
"Dated, not worth the high price, restaurant was average and no atmosphere. Could only buy beer and cheap wine at extortionate prices.","[{'aspect': 'restaurant', 'polarity': 'NEU', 'opinion': 'average', 'category': 'FOOD#PRICE'}, {'aspect': 'atmosphere', 'polarity': 'NEG', 'opinion': 'no', 'category': 'EXPERIENCE,AMBIENCE'}]"
Fantastic location,"[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'Fantastic', 'category': 'LOCATION#GENERAL'}]"
nothing,"[{'aspect': 'nothing', 'polarity': 'NEG', 'opinion': 'nothing', 'category': 'HOTEL#GENERAL'}]"
"-it’s not Ubud
- nothing match their description
-left 1 day before because I couldn’t stand the poor cleanness of the place.
-they keep the tea pot , tea bags without cover in the bathroom top ( not hygiene at all)
-no hot water
-no wifi at all
-breakfast is disgusting, old and poor quality
-no spa service
-no shuttle to the city
-no safe for solo traveler","[{'aspect': 'place', 'polarity': 'NEG', 'opinion': 'poor cleanness', 'category': 'HOTEL#CLEANLINESS'}, {'aspect': 'hot water', 'polarity': 'NEG', 'opinion': 'not hygiene', 'category': 'ROOM#BATHROOM'}, {'aspect': 'wifi', 'polarity': 'NEG', 'opinion': 'not hygiene', 'category': 'FACILITY#WIFI'}, {'aspect': 'breakfast', 'polarity': 'NEG', 'opinion': 'disgusting', 'category': 'FOOD#TASTE'}, {'aspect': 'quality', 'polarity': 'NEG', 'opinion': 'old', 'category': 'FOOD#TASTE'}, {'aspect': 'spa service', 'polarity': 'NEG', 'opinion': 'no', 'category': 'SERVICE#GENERAL'}, {'aspect': 'shuttle to the city', 'polarity': 'NEG', 'opinion': 'no safe', 'category': 'SERVICE#GENERAL'}]"
"Its not 5 star, more like 2-3 star, photos not as per booking.com, hotel is very ran down and not maintained, location is not ubud but 15 mins drive and $5usd taxi each way, breakfast is horrible, not as per reviews, security concerns where if you leave room, need to hang keys outside managers office, we paid for 4 nights but after numerous complaints to booking.com and hotel, no consideration given so we had to leave 2 nights early and move to another hotel , hence lost 2 nights paid fee. The villa has gaps in doors and windows allowing bugs and mosquitoes since its in bushy area, the second floors have 40 stairs with no lifts, hot water comes after 15 mins of tap running, first night the room phone, internet and air condition didn’t work even after numerous complaints, the hotel couldn’t fix it, the hotel has numerous steep stairs outside by pools and other areas with no railings, not safe.
Our holiday was horrible at this hotel and booking.com and hotel denied our complaints and did not consider refund so we left early and lost 2 nights paid accommodation, i have told my family and friends and social media not to come at this hotel and not to use booking.com","[{'aspect': 'hotel', 'polarity': 'NEG', 'opinion': 'not 5 star', 'category': 'HOTEL#MAINTAIN'}, {'aspect': 'location', 'polarity': 'NEG', 'opinion': 'not ubud', 'category': 'LOCATION#GENERAL'}, {'aspect': 'breakfast', 'polarity': 'NEG', 'opinion': 'horrible', 'category': 'FOOD#TASTE'}, {'aspect': 'hotel', 'polarity': 'NEG', 'opinion': 'not as per reviews', 'category': 'HOTEL#MAINTAIN'}]"
"Staff are confusing and hard to communicate. Breakfast is ok, restaurant is way overpriced also in USD.","[{'aspect': 'Staff', 'polarity': 'NEG', 'opinion': 'confusing', 'category': 'SERVICE#GENERAL'}, {'aspect': 'Breakfast', 'polarity': 'NEU', 'opinion': 'ok', 'category': 'FOOD#TASTE'}, {'aspect': 'restaurant', 'polarity': 'NEG', 'opinion': 'overpriced', 'category': 'FOOD#PRICE'}]"
"Comfortable bed, always clean, kind staff, amazing view","[{'aspect': 'bed', 'polarity': 'POS', 'opinion': 'Comfortable', 'category': 'ROOM#BED'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'kind', 'category': 'SERVICE#GENERAL'}, {'aspect': 'view', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'ROOM#VIEW'}]"
"Breakfast wasn’t full filling, very small portions for all meals, prices were based on USD which was unexpected,","[{'aspect': 'Breakfast', 'polarity': 'NEG', 'opinion': 'small portions', 'category': 'FOOD#GENERAL'}, {'aspect': 'prices', 'polarity': 'NEG', 'opinion': 'based on USD', 'category': 'HOTEL#PRICE'}]"
The rooms were very good and the ambiance is also decent and cleanly maintained.,"[{'aspect': 'rooms', 'polarity': 'POS', 'opinion': 'good', 'category': 'ROOM#GENERAL'}, {'aspect': 'ambiance', 'polarity': 'POS', 'opinion': 'decent', 'category': 'EXPERIENCE,AMBIENCE'}]"
"The price for the stay was on the higher margin, and they are charging exceptionally high for the food.","[{'aspect': 'price', 'polarity': 'NEG', 'opinion': 'higher margin', 'category': 'HOTEL#PRICE'}, {'aspect': 'food', 'polarity': 'NEG', 'opinion': 'charged exceptionally high', 'category': 'FOOD#PRICE'}]"
"Spacious and luxurious rooms
Stunning view
Excellent service from the staff
Delicious breakfast buffet
Beautiful gardens and pool area
Staff: The staff were absolutely amazing. They were friendly, helpful, and always went out of their way to make sure we had a great stay.
Owner: The owner was also very kind and attentive. He took the time to introduce himself to us and ask us how our stay was going. He also gave us some great recommendations for places to visit in Ubud.
Breakfast: The breakfast was absolutely delicious. There was a wide variety of food to choose from, including Indonesian, Western, and Asian dishes.
Overall, I had an absolutely amazing stay! I would highly recommend it to anyone looking for a place to stay in Ubud.","[{'aspect': 'breakfast', 'polarity': 'POS', 'opinion': 'delicious', 'category': 'FOOD#TASTE'}, {'aspect': 'gardens', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#GENERAL'}, {'aspect': 'pool area', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#GENERAL'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#GENERAL'}, {'aspect': 'breakfast', 'polarity': 'POS', 'opinion': 'delicious', 'category': 'FOOD#TASTE'}]"
"Fantastic location, awesome arts, spectacular views.","[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'Fantastic', 'category': 'LOCATION#GENERAL'}, {'aspect': 'arts', 'polarity': 'POS', 'opinion': 'awesome', 'category': 'LOCATION#ENTERTAINMENT'}, {'aspect': 'views', 'polarity': 'POS', 'opinion': 'spectacular', 'category': 'LOCATION#VIEW'}]"
Food prices marked in USD and I would say seriously overpriced per Bali standards. Breakfast could do with a bit better portions.,"[{'aspect': 'Food prices', 'polarity': 'NEG', 'opinion': 'overpriced', 'category': 'FOOD#PRICE'}, {'aspect': 'Breakfast', 'polarity': 'NEG', 'opinion': 'could do with a bit better portions', 'category': 'FOOD#TASTE'}]"
Clean facilities and lovely staff.,"[{'aspect': 'facilities', 'polarity': 'POS', 'opinion': 'Clean', 'category': 'FACILITY#CLEANLINESS'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'lovely', 'category': 'SERVICE#GENERAL'}]"
I felt the room was a bit dated but for just one night it was fine.,"[{'aspect': 'room', 'polarity': 'NEG', 'opinion': 'dated', 'category': 'ROOM#GENERAL'}]"
super location on the hill facing thick forests and waterfall. natural beauty. friendly staff. our villa. the villa no 2.,"[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'super', 'category': 'LOCATION#GENERAL'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#GENERAL'}]"
breakfast should have  be served as buffet,"[{'aspect': 'breakfast', 'polarity': 'NEG', 'opinion': 'should have be served as buffet', 'category': 'FOOD#GENERAL'}]"
"Nice, big, clean and comfortable rooms. Private waterfall in walking distance. Not far from Ubud central and monkey forest. Staff pleasant and helpful. Monkeys in view in the trees from dusk. Cooking class near by.","[{'aspect': 'rooms', 'polarity': 'POS', 'opinion': 'comfortable', 'category': 'ROOM#GENERAL'}, {'aspect': 'fallow', 'polarity': 'POS', 'opinion': 'Nice', 'category': 'ROOM#CLEANLINESS'}, {'aspect': 'Ubud central', 'polarity': 'POS', 'opinion': 'walking distance', 'category': 'LOCATION#GENERAL'}, {'aspect': 'monkey forest', 'polarity': 'POS', 'opinion': 'not far', 'category': 'LOCATION#CENTRAL_CITY'}, {'aspect': 'Staff', 'polarity': 'POS', 'opinion': 'pleasant', 'category': 'SERVICE#GENERAL'}, {'aspect': 'Ubud central', 'polarity': 'POS', 'opinion': 'not far', 'category': 'LOCATION#CENTRAL_CITY'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'helpful', 'category': 'SERVICE#GENERAL'}]"
"The acoustics of the rooms. We had people staying above us and sounded like they were moving furniture around into the early hours. One night it was until 1am so hard to get to sleep!
Didn’t understand the concept of having two menus, one in rupiah and one in dollars.","[{'aspect': 'acoustics', 'polarity': 'NEG', 'opinion': 'sounded like they were moving furniture around', 'category': 'EXPERIENCE,AMBIENCE'}]"
View and room size,"[{'aspect': 'View', 'polarity': 'POS', 'opinion': 'view', 'category': 'ROOM#VIEW'}, {'aspect': 'room size', 'polarity': 'POS', 'opinion': 'room size', 'category': 'ROOM#SPACE'}]"
"Limited options in food Menu
Limited breakfast","[{'aspect': 'food Menu', 'polarity': 'NEG', 'opinion': 'Limited options', 'category': 'FOOD#CHOICE'}, {'aspect': 'breakfast', 'polarity': 'NEG', 'opinion': 'Limited options', 'category': 'FOOD#CHOICE'}]"
"The place is in the middle of the jungle. It is peaceful and visually beautiful. Plus, you have an art gallery inside the resort. The staff are really friendly and helpful. They make you feel welcome and try to assist you as best as they can.","[{'aspect': 'place', 'polarity': 'POS', 'opinion': 'peaceful', 'category': 'EXPERIENCE,AMBIENCE'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'EXPERIENCE,AMBIENCE'}]"
It's a little bit secluded. But it makes sense since it's in the middle of the jungle.,"[{'aspect': 'It', 'polarity': 'NEG', 'opinion': 'secluded', 'category': 'LOCATION#GENERAL'}]"
Beautiful outlook and staff were very friendly,"[{'aspect': 'outlook', 'polarity': 'POS', 'opinion': 'Beautiful', 'category': 'LOCATION#VIEW'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#GENERAL'}]"
It wasn't easy to get in Ubud from the Hotel as traffic was always crazy and the Hotel is outside of Ubud.,"[{'aspect': 'traffic', 'polarity': 'NEG', 'opinion': 'crazy', 'category': 'LOCATION#GENERAL'}, {'aspect': 'Hotel', 'polarity': 'NEG', 'opinion': 'out of Ubud', 'category': 'HOTEL#GENERAL'}]"
"very friendly staff, clean, organize","[{'aspect': 'staff', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#GENERAL'}]"
Very friendly and helpful staff.,"[{'aspect': 'staff', 'polarity': 'POS', 'opinion': 'helpful', 'category': 'SERVICE#GENERAL'}]"
Very bad internet connection. Food (breakfast) was not great.,"[{'aspect': 'internet connection', 'polarity': 'NEG', 'opinion': 'bad', 'category': 'FACILITY#WIFI'}, {'aspect': 'Food', 'polarity': 'NEG', 'opinion': 'not great', 'category': 'FOOD#TASTE'}]"
The nature next to the hotel was very nice and the resort provided u with a rental scooter.,"[{'aspect': 'nature', 'polarity': 'POS', 'opinion': 'nice', 'category': 'LOCATION#GENERAL'}]"
"De airconditioning made a lot of noice and the last day it leaked a lot of water all over our clothes. Everything was dripping wet when we came back and it was already late in the evening. There was only one man at the lobby that couldn't speak english good and didn't provide any service. We had to get up at 6 am the next morning for our tour, but instead of sleeping we soend the whole night washing and drying our clothes ourselve. And the hotel didn't even bother telling us that they were sorry or any compensation for the clothes that wete ruined. In my opinion not a 5 star resort and wouldn't come back","[{'aspect': 'airconditioning', 'polarity': 'NEG', 'opinion': 'noice', 'category': 'ROOM#AIRCON'}, {'aspect': 'water', 'polarity': 'NEG', 'opinion': 'leaked', 'category': 'ROOM#BATHROOM'}, {'aspect': 'everything', 'polarity': 'NEG', 'opinion': 'dripping wet', 'category': 'ROOM#BATHROOM'}]"
don’t stay here it’s not comfortable,"[{'aspect': 'here', 'polarity': 'NEG', 'opinion': 'not comfortable', 'category': 'EXPERIENCE,AMBIENCE'}]"
"-if you take free breakfast with room…but when you eat breakfast they will take charges…i also paid after free breakfast
-also they don’t give you toothpaste only in this property in bali…I already stay in whole bali from last 10 days in different hotels all they give tooth paste and free breakfast if your breakfast included but they didn’t give you
-swimming pool also lots of insects so you can’t swim here
i am here for 3 days in this property…very bad experience","[{'aspect': 'experience', 'polarity': 'NEG', 'opinion': 'bad', 'category': 'EXPERIENCE,AMBIENCE'}]"
Beautiful location but too far from everything,"[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'Beautiful', 'category': 'LOCATION#GENERAL'}]"
"Booked 2 studios with bath, got basic rooms, no bath, no wifi","[{'aspect': 'rooms', 'polarity': 'NEU', 'opinion': 'basic', 'category': 'ROOM#GENERAL'}, {'aspect': 'bathroom', 'polarity': 'NEG', 'opinion': 'no', 'category': 'ROOM#BATHROOM'}, {'aspect': 'wifi', 'polarity': 'NEG', 'opinion': 'no', 'category': 'FACILITY#WIFI'}]"
Authentic and sharming hotel. You feel like home. Highly recommended 🙏🏼,"[{'aspect': 'hotel', 'polarity': 'POS', 'opinion': 'Authentic', 'category': 'HOTEL#GENERAL'}]"
"The best hotel for this money.  Very quiet, ideal for recovery.  Delicious food, clean room.  I'll come back.","[{'aspect': 'hotel', 'polarity': 'POS', 'opinion': 'best', 'category': 'HOTEL#GENERAL'}, {'aspect': 'food', 'polarity': 'POS', 'opinion': 'Delicious', 'category': 'FOOD#TASTE'}, {'aspect': 'room', 'polarity': 'POS', 'opinion': 'clean', 'category': 'ROOM#CLEANLINESS'}]"
The lock in my room did not work well and the door was hard to close.  It might be a problem for women.,"[{'aspect': 'lock', 'polarity': 'NEG', 'opinion': 'not work well', 'category': 'ROOM#GENERAL'}, {'aspect': 'door', 'polarity': 'NEG', 'opinion': 'hard to close', 'category': 'ROOM#GENERAL'}]"
"Amazing location. If you wanna be close to nature, this place is definitely a must visit.  Near the hotel is located waterfall it just a breathtaking place.
Rooms are big, and according to the ""Indonesian standards,"" it is very clean. Hotel staff are open, and always happy to help.","[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'Amazing', 'category': 'LOCATION#GENERAL'}, {'aspect': 'place', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#GENERAL'}, {'aspect': 'Rooms', 'polarity': 'POS', 'opinion': 'big', 'category': 'ROOM#SPACE'}]"
Long waiting time for hot water.,"[{'aspect': 'hot water', 'polarity': 'NEG', 'opinion': 'Long waiting time', 'category': 'ROOM#BATHROOM'}]"
A nice place and good breakfast,"[{'aspect': 'place', 'polarity': 'POS', 'opinion': 'nice', 'category': 'HOTEL#GENERAL'}, {'aspect': 'breakfast', 'polarity': 'POS', 'opinion': 'good', 'category': 'FOOD#GENERAL'}]"
"The Property is located away from the rush of Ubud. Next to tropical lush forest with a gorge running behind. Very peaceful place. BUT the most interesting aspect is the whole property is an art museum with the property itself an art. I would recommend everyone to explore it and read up on Jungle Dentist / Dr. Peter Bloch.
All the staffs are excellent and the resort manager, Mr Nura is the best. We loved most of the experience including home made ice cream cones.","[{'aspect': 'property', 'polarity': 'POS', 'opinion': 'art museum', 'category': 'LOCATION#GENERAL'}, {'aspect': 'staffs', 'polarity': 'POS', 'opinion': 'excellent', 'category': 'SERVICE#GENERAL'}, {'aspect': 'resort manager', 'polarity': 'POS', 'opinion': 'best', 'category': 'SERVICE#GENERAL'}, {'aspect': 'experience', 'polarity': 'POS', 'opinion': 'loved', 'category': 'EXPERIENCE,AMBIENCE'}]"
Would be more eco friendly to have a jet wash to clean your butt. Pool could be cleaner. Extremely slow internet.,"[{'aspect': 'internet', 'polarity': 'NEG', 'opinion': 'slow', 'category': 'FACILITY#WIFI'}, {'aspect': 'pool', 'polarity': 'NEG', 'opinion': 'could be cleaner', 'category': 'FACILITY#POOL'}]"
"The property itself is lovley, in a lovley quiet area with no noise at all, the staff are unbelievably friendly, the fully English speaking owner is amazing along with all of his staff, each time you arrive they remember your name and hand you your key which is a very nice gesture. there is a private waterfall with unbelievable views of the jungle this was an unbelievable experience (worth coming just for this) the pools are lovley and it is not too far from the city centre. i love it and would come back","[{'aspect': 'property', 'polarity': 'POS', 'opinion': 'lovley', 'category': 'HOTEL#GENERAL'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#GENERAL'}, {'aspect': 'pools', 'polarity': 'POS', 'opinion': 'lovley', 'category': 'FACILITY#POOL'}]"
"the shower was a little cold, maybe just mine","[{'aspect': 'shower', 'polarity': 'NEG', 'opinion': 'cold', 'category': 'ROOM#BATHROOM'}]"
"I just like everything about the property, the scenic location , the villas nestled in the forest with a mesmerizing water fall down right below the property which is like a 7 mins walk.
I had plans to go out after i check in  but I was so mesmerized by the location of this property that I actually cancelled my plans and stayed at the property whole day.
Monkey forest was a 10 mins ride from property.
Kintami look out was a 35 mins ride
Ayung river rafting was also with 25 mins distance
Bali swing was alao within 30 mins
Tegalalnanf rice fields and Tegenananum waterfall was also not very far
Loved my time at Tannah Merah Art Resort.
The owner Peter and Manager Ngurah were so nice and welcoming. They were very accommodating and also arrange a scooter for me at a very short notice.","[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'scenic', 'category': 'LOCATION#GENERAL'}, {'aspect': 'villas', 'polarity': 'POS', 'opinion': 'nearby', 'category': 'HOTEL#GENERAL'}, {'aspect': 'water fall', 'polarity': 'POS', 'opinion': 'mesmerizing', 'category': 'LOCATION#VIEW'}]"
A little on the inside and away from centerpoint   but easy access on bike or car in,"[{'aspect': 'centerpoint', 'polarity': 'NEG', 'opinion': 'away', 'category': 'LOCATION#GENERAL'}]"
"Nice getaway from the 'rat race' (Ubud). Staff was very accommodating. Cooked a special soup that's not on the menu. If you wake up early enough, the monkeys come around to entertain. Nice view from the rooftop. We also enjoyed the guided tour of the gallery. Thanks to Peter and his staff!","[{'aspect': 'Staff', 'polarity': 'POS', 'opinion': 'accommodate', 'category': 'SERVICE#GENERAL'}, {'aspect': 'view', 'polarity': 'POS', 'opinion': 'Nice', 'category': 'ROOM#VIEW'}]"
The photos don't do the resort justice - it's far bigger and has better views than the photos can capture. It's on a cliffside where you can hear the calming river and see the beautiful lush green forest.,"[{'aspect': 'resort', 'polarity': 'POS', 'opinion': 'bigger', 'category': 'HOTEL#GENERAL'}]"
"Most would say it's a bit far from the city, but it's perfect for those that want some quiet AWAY from the city! Apart from that, it's an older establishment; however, has been maintained well.","[{'aspect': 'establishment', 'polarity': 'NEG', 'opinion': 'older', 'category': 'EXPERIENCE,AMBIENCE'}]"
Breakfast was good,"[{'aspect': 'Breakfast', 'polarity': 'POS', 'opinion': 'good', 'category': 'FOOD#TASTE'}]"
