text,quadruples
"Amazing location. If you wanna be close to nature, this place is definitely a must visit.  Near the hotel is located waterfall it just a breathtaking place.
Rooms are big, and according to the ""Indonesian standards,"" it is very clean. Hotel staff are open, and always happy to help.","[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'Amazing', 'category': 'LOCATION#GENERAL'}, {'aspect': 'place', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#VIEW'}, {'aspect': 'Rooms', 'polarity': 'POS', 'opinion': 'big', 'category': 'ROOM#SPACE'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'clean', 'category': 'ROOM#CLEANLINESS'}]"
Long waiting time for hot water.,"[{'aspect': 'hot water', 'polarity': 'NEG', 'opinion': 'Long waiting time', 'category': 'ROOM#BATHROOM'}]"
A nice place and good breakfast,"[{'aspect': 'place', 'polarity': 'POS', 'opinion': 'nice', 'category': 'HOTEL#GENERAL'}, {'aspect': 'breakfast', 'polarity': 'POS', 'opinion': 'good', 'category': 'FOOD#TASTE'}]"
"The Property is located away from the rush of Ubud. Next to tropical lush forest with a gorge running behind. Very peaceful place. BUT the most interesting aspect is the whole property is an art museum with the property itself an art. I would recommend everyone to explore it and read up on Jungle Dentist / Dr. Peter Bloch.
All the staffs are excellent and the resort manager, Mr Nura is the best. We loved most of the experience including home made ice cream cones.","[{'aspect': 'located', 'polarity': 'NEU', 'opinion': 'away from the rush of Ubud', 'category': 'LOCATION#TRANSPORT_HUB'}, {'aspect': 'place', 'polarity': 'POS', 'opinion': 'peaceful', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'staffs', 'polarity': 'POS', 'opinion': 'excellent', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'experience', 'polarity': 'POS', 'opinion': 'loved', 'category': 'HOTEL#EXPERIENCE'}]"
Would be more eco friendly to have a jet wash to clean your butt. Pool could be cleaner. Extremely slow internet.,"[{'aspect': 'butt', 'polarity': 'NEG', 'opinion': 'clean', 'category': 'ROOM#CLEANLINESS'}, {'aspect': 'Pool', 'polarity': 'NEG', 'opinion': 'could be cleaner', 'category': 'FACILITY#POOL'}, {'aspect': 'internet', 'polarity': 'NEG', 'opinion': 'slow', 'category': 'FACILITY#WIFI'}]"
"The property itself is lovley, in a lovley quiet area with no noise at all, the staff are unbelievably friendly, the fully English speaking owner is amazing along with all of his staff, each time you arrive they remember your name and hand you your key which is a very nice gesture. there is a private waterfall with unbelievable views of the jungle this was an unbelievable experience (worth coming just for this) the pools are lovley and it is not too far from the city centre. i love it and would come back","[{'aspect': 'property', 'polarity': 'POS', 'opinion': 'lovley', 'category': 'HOTEL#GENERAL'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'private waterfall', 'polarity': 'POS', 'opinion': 'unbelievable views', 'category': 'FACILITY#VIEW'}, {'aspect': 'experience', 'polarity': 'POS', 'opinion': 'unbelievable', 'category': 'HOTEL#EXPERIENCE'}, {'aspect': 'pools', 'polarity': 'POS', 'opinion': 'lovley', 'category': 'FACILITY#POOL'}]"
"the shower was a little cold, maybe just mine","[{'aspect': 'shower', 'polarity': 'NEG', 'opinion': 'little cold', 'category': 'ROOM#BATHROOM'}]"
"I just like everything about the property, the scenic location , the villas nestled in the forest with a mesmerizing water fall down right below the property which is like a 7 mins walk.
I had plans to go out after i check in  but I was so mesmerized by the location of this property that I actually cancelled my plans and stayed at the property whole day.
Monkey forest was a 10 mins ride from property.
Kintami look out was a 35 mins ride
Ayung river rafting was also with 25 mins distance
Bali swing was alao within 30 mins
Tegalalnanf rice fields and Tegenananum waterfall was also not very far
Loved my time at Tannah Merah Art Resort.
The owner Peter and Manager Ngurah were so nice and welcoming. They were very accommodating and also arrange a scooter for me at a very short notice.","[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'scenic', 'category': 'LOCATION#VIEW'}, {'aspect': 'villas', 'polarity': 'POS', 'opinion': 'nearby', 'category': 'HOTEL#GENERAL'}, {'aspect': 'water fall', 'polarity': 'POS', 'opinion': 'mesmerizing', 'category': 'FACILITY#POOL'}, {'aspect': 'Kintami look out', 'polarity': 'POS', 'opinion': '10 mins ride', 'category': 'LOCATION#VIEW'}, {'aspect': 'Bali swing', 'polarity': 'POS', 'opinion': '25 mins distance', 'category': 'LOCATION#VIEW'}, {'aspect': 'time', 'polarity': 'POS', 'opinion': 'Loved', 'category': 'HOTEL#EXPERIENCE'}, {'aspect': 'Tannah Merah Art Resort', 'polarity': 'POS', 'opinion': 'Loved', 'category': 'HOTEL#EXPERIENCE'}]"
A little on the inside and away from centerpoint   but easy access on bike or car in,"[{'aspect': 'centerpoint', 'polarity': 'NEG', 'opinion': 'away', 'category': 'LOCATION#CENTRAL_CITY'}, {'aspect': 'bike', 'polarity': 'POS', 'opinion': 'easy access', 'category': 'FACILITY#GENERAL'}, {'aspect': 'car', 'polarity': 'POS', 'opinion': 'easy access', 'category': 'FACILITY#GENERAL'}]"
"Nice getaway from the 'rat race' (Ubud). Staff was very accommodating. Cooked a special soup that's not on the menu. If you wake up early enough, the monkeys come around to entertain. Nice view from the rooftop. We also enjoyed the guided tour of the gallery. Thanks to Peter and his staff!","[{'aspect': 'staff', 'polarity': 'POS', 'opinion': 'accommodated', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'souvenir', 'polarity': 'NEG', 'opinion': 'not on the menu', 'category': 'FOOD#CHOICE'}, {'aspect': 'view', 'polarity': 'POS', 'opinion': 'Nice', 'category': 'LOCATION#VIEW'}]"
The photos don't do the resort justice - it's far bigger and has better views than the photos can capture. It's on a cliffside where you can hear the calming river and see the beautiful lush green forest.,"[{'aspect': 'resort', 'polarity': 'POS', 'opinion': 'bigger', 'category': 'HOTEL#SPACE'}, {'aspect': 'views', 'polarity': 'POS', 'opinion': 'better', 'category': 'LOCATION#VIEW'}, {'aspect': 'green forest', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#VIEW'}]"
"Most would say it's a bit far from the city, but it's perfect for those that want some quiet AWAY from the city! Apart from that, it's an older establishment; however, has been maintained well.","[{'aspect': 'city', 'polarity': 'NEG', 'opinion': 'far', 'category': 'LOCATION#CENTRAL_CITY'}, {'aspect': 'it', 'polarity': 'POS', 'opinion': 'perfect for those that want some quiet', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'maintenance', 'polarity': 'POS', 'opinion': 'well', 'category': 'SERVICE#GENERAL'}]"
Breakfast was good,"[{'aspect': 'Breakfast', 'polarity': 'POS', 'opinion': 'good', 'category': 'FOOD#TASTE'}]"
"The aggressive art works in the room and corridors were disturbing and creepy.
It didn’t have a hospitable feel. The staff were tense and seemed to have been trained to monitor and follow guests rather than make us feel welcome.
Meals at the two restaurants were charged in US dollars, which was unusual and seemed like a money grab.","[{'aspect': 'art works', 'polarity': 'NEG', 'opinion': 'aggressive', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'room', 'polarity': 'NEG', 'opinion': 'disgusting', 'category': 'ROOM#AMBIENCE'}, {'aspect': 'corridors', 'polarity': 'NEG', 'opinion': 'disgusting', 'category': 'ROOM#AMBIENCE'}, {'aspect': 'staff', 'polarity': 'NEG', 'opinion': 'tense', 'category': 'SERVICE#HOSPITALITY'}]"
"Location in the hills, very beautiful.","[{'aspect': 'Location', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#VIEW'}]"
"A breathtaking jungle setting - unfortunately, one of the few positive things we can say about our experience. The panoramic view room advertisement was misleading, we were greeted by a room containing two double beds and little else. The patio furniture was beautiful, yet uncomfortable. The bathroom was dark, damp and dirty, with tea and coffee amenities situated next to the toilet. We were eager to explore other rooms - the concierge kindly informed us our room was “not the nicest”, and that we could upgrade to a premium room with private pool for an extra $120 AUD per night. We decided to upgrade as the premium room was a drastic improvement, yet the photos attached represent the general lack of cleanliness. We felt the on premises restaurants and bars were overpriced and of poor quality. Overall, the setting was stunning - but the features of the resort left us spending the vast majority of our stay off premises.","[{'aspect': 'setting', 'polarity': 'POS', 'opinion': 'beautiful jungle', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'view room', 'polarity': 'POS', 'opinion': 'advertising', 'category': 'ROOM#VIEW'}, {'aspect': 'porch furniture', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'ROOM#AMBIENCE'}, {'aspect': 'bathroom', 'polarity': 'NEG', 'opinion': 'damp', 'category': 'ROOM#AMBIENCE'}, {'aspect': 'tea', 'polarity': 'NEG', 'opinion': 'damp', 'category': 'ROOM#BATHROOM'}, {'aspect': 'coffee amenities', 'polarity': 'NEG', 'opinion': 'damp', 'category': 'FOOD#TASTE'}, {'aspect': 'on premises restaurants', 'polarity': 'NEG', 'opinion': 'damp', 'category': 'FOOD#TASTE'}, {'aspect': 'bars', 'polarity': 'NEG', 'opinion': 'overpriced', 'category': 'FOOD#PRICE'}, {'aspect': 'quality', 'polarity': 'NEG', 'opinion': 'overpriced', 'category': 'FOOD#PRICE'}]"
"The whole property needs to be upgraded. We booked a standard room but after inspection we upgraded to a Villa .
The pool was small but clean. There were no parasols by the loungers. It was hot and there was no shade around the pool.
There were limited choice for breakfast but it was good. The staff weren’t able to cope with simple requests. We ordered American breakfast which comes with eggs of your choice, hash brown and grilled tomatoes . Both days we had to ask for tomatoes and on the 2nd day we were given raw tomatoes which was served after we had finished eating.
The lighting in the rooms is poor. A lick of white paint on the walls is all that’s needed to brighten the rooms. The table provided in the room was tiny . There was no where to put on your laptop if you wanted to work. There were no plug points to  plug the kettle in . Had to disconnect the lamp to have a cuppa.
The Mesh on the windows is all broken and lets the mosquitos in.
We had so many ants behind our bed and had to ask the staff to spray the room to get rid of them.","[{'aspect': 'pool', 'polarity': 'NEG', 'opinion': 'small', 'category': 'FACILITY#POOL'}, {'aspect': 'breakfast', 'polarity': 'NEU', 'opinion': 'clean', 'category': 'FACILITY#POOL'}, {'aspect': 'staff', 'polarity': 'NEG', 'opinion': 'limited choice', 'category': 'FOOD#CHOICE'}, {'aspect': 'Mesh', 'polarity': 'NEG', 'opinion': ""weren't able to cope with simple requests"", 'category': 'SERVICE#HOSPITALITY'}]"
"everything is so old and cheap not what we expected for this money.
breakfast menu is not changing and not we was expecting too","[{'aspect': 'everything', 'polarity': 'NEG', 'opinion': 'old', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'breakfast menu', 'polarity': 'NEG', 'opinion': 'cheap', 'category': 'HOTEL#PRICE'}]"
"the grounds are beautiful, gorgeous views and access to a local waterfall. has a lot of potential to be a great place.","[{'aspect': 'grounds', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'FACILITY#GENERAL'}, {'aspect': 'views', 'polarity': 'POS', 'opinion': 'gorgeous', 'category': 'LOCATION#VIEW'}, {'aspect': 'local waterfall', 'polarity': 'POS', 'opinion': 'access', 'category': 'LOCATION#ATTRACTIONS'}]"
"upon arrival bathroom didn’t look like it had been cleaned. bathtub also didn’t work. the pools were just ok - the smaller one seemed clean but the big pool was very green, so we didn’t use it. Wi-Fi was HORRENDOUS. we got kicked off every few minutes, had no access by the pools so ended up leaving a day early as we couldn’t get anything done.","[{'aspect': 'bathroom', 'polarity': 'NEG', 'opinion': ""didn't look like it had been cleaned"", 'category': 'ROOM#BATHROOM'}, {'aspect': 'tub', 'polarity': 'NEG', 'opinion': ""didn't work"", 'category': 'ROOM#BATHROOM'}, {'aspect': 'pools', 'polarity': 'NEU', 'opinion': 'ok', 'category': 'FACILITY#POOL'}, {'aspect': 'Wi-Fi', 'polarity': 'NEG', 'opinion': 'smaller', 'category': 'FACILITY#POOL'}]"
"No way is this a 5 star hotel. 2 star max
Poor quality rooms with thin walls
Noisy Creepy Jungle
Overpriced restaurant
Gecko poo on my floor 4 times
Curtains don’t keep light out
Need get taxi to / from Ubud
Too many steps. Not safe","[{'aspect': 'hotel', 'polarity': 'NEG', 'opinion': 'No way is this', 'category': 'HOTEL#GENERAL'}, {'aspect': 'rooms', 'polarity': 'NEG', 'opinion': 'Poor quality', 'category': 'ROOM#GENERAL'}, {'aspect': 'walls', 'polarity': 'NEG', 'opinion': 'thin', 'category': 'ROOM#GENERAL'}, {'aspect': 'restaurant', 'polarity': 'NEG', 'opinion': 'Overpriced', 'category': 'FOOD#PRICE'}, {'aspect': 'Cabinets', 'polarity': 'NEG', 'opinion': 'don’t keep light out', 'category': 'ROOM#BATHROOM'}]"
The location and road to the hotel are nice,"[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'nice', 'category': 'LOCATION#GENERAL'}, {'aspect': 'road to the hotel', 'polarity': 'POS', 'opinion': 'nice', 'category': 'LOCATION#GENERAL'}]"
"Hotel looks quite old, the common areas were not very clean and the pool was dirty. Generally all the territory is not well taken care of. I would say that puctures at booking.com are much nicer than the place in reality.
The room was not so clean as well, overviewing some technical building. Room service menu is in USD for some reason and obviously way overpriced for this level of service.","[{'aspect': 'common areas', 'polarity': 'NEG', 'opinion': 'not very clean', 'category': 'HOTEL#CLEANLINESS'}, {'aspect': 'pool', 'polarity': 'NEG', 'opinion': 'dirty', 'category': 'FACILITY#POOL'}, {'aspect': 'territory', 'polarity': 'NEG', 'opinion': 'not well taken care of', 'category': 'HOTEL#CLEANLINESS'}, {'aspect': 'puctures', 'polarity': 'POS', 'opinion': 'nicer', 'category': 'SERVICE#AMENITIES'}, {'aspect': 'place', 'polarity': 'POS', 'opinion': 'nicer', 'category': 'HOTEL#CLEANLINESS'}, {'aspect': 'room', 'polarity': 'NEG', 'opinion': 'not so clean', 'category': 'ROOM#CLEANLINESS'}, {'aspect': 'service', 'polarity': 'NEG', 'opinion': 'overpriced', 'category': 'SERVICE#GENERAL'}]"
Interesting artwork & the environment was beautiful!,"[{'aspect': 'artwork', 'polarity': 'POS', 'opinion': 'Interesting', 'category': 'FACILITY#GENERAL'}, {'aspect': 'environment', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'FACILITY#GENERAL'}]"
"Very tired and worn in the resort overall
Worst breakfast we have experienced in Bali!
Everything in US dollars ( expensive)
A long way from anywhere so costs extra to go into Ubud
Not true to advertising ( e.g. Sky bar was defunct)
Weird ' Hotel California' vibe","[{'aspect': 'resort', 'polarity': 'NEG', 'opinion': 'tired', 'category': 'HOTEL#MAINTAIN'}, {'aspect': 'breakfast', 'polarity': 'NEG', 'opinion': 'Worst', 'category': 'FOOD#TASTE'}, {'aspect': 'airport', 'polarity': 'NEG', 'opinion': 'long way', 'category': 'LOCATION#TRANSPORT_HUB'}, {'aspect': 'Sky bar', 'polarity': 'NEG', 'opinion': 'defunct', 'category': 'LOCATION#ENTERTAINMENT'}, {'aspect': 'hotel California', 'polarity': 'NEG', 'opinion': 'Weird', 'category': 'HOTEL#AMBIENCE'}]"
The owner behavior   he gave me proper introduction about there resort  what and where we can find the best things in ubud,"[{'aspect': 'owner behavior', 'polarity': 'POS', 'opinion': 'property', 'category': 'SERVICE#HOSPITALITY'}]"
I believe it's a resort in jungle so bit silent in the nulight time,"[{'aspect': 'resort', 'polarity': 'NEG', 'opinion': 'silent', 'category': 'HOTEL#AMBIENCE'}]"
"great location, view and lovely staff","[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'great', 'category': 'LOCATION#GENERAL'}, {'aspect': 'view', 'polarity': 'POS', 'opinion': 'great', 'category': 'LOCATION#VIEW'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'lovely', 'category': 'SERVICE#HOSPITALITY'}]"
overall the property was clean but the bathroom and toilet facility could be better as The bathroom had a funny odour.,"[{'aspect': 'property', 'polarity': 'POS', 'opinion': 'clean', 'category': 'HOTEL#CLEANLINESS'}, {'aspect': 'bathroom', 'polarity': 'NEG', 'opinion': 'could be better', 'category': 'ROOM#BATHROOM'}, {'aspect': 'toilet facility', 'polarity': 'NEG', 'opinion': 'could be better', 'category': 'ROOM#BATHROOM'}]"
"Surrounding nature
Big room","[{'aspect': 'room', 'polarity': 'POS', 'opinion': 'Big', 'category': 'ROOM#SPACE'}]"
"Very bad WiFi
Electricity disconnected more than 3 times on the same day
Breakfast is very limited and poor
Bed is not comfortable
Very old facilities
Kettle takes a long time to boil
Toilet is very old","[{'aspect': 'WiFi', 'polarity': 'NEG', 'opinion': 'bad', 'category': 'FACILITY#WIFI'}, {'aspect': 'Breakfast', 'polarity': 'NEG', 'opinion': 'limited', 'category': 'FOOD#CHOICE'}, {'aspect': 'Bed', 'polarity': 'NEG', 'opinion': 'not comfortable', 'category': 'ROOM#BED'}, {'aspect': 'facilities', 'polarity': 'NEG', 'opinion': 'old', 'category': 'FACILITY#GENERAL'}, {'aspect': 'Toilet', 'polarity': 'NEG', 'opinion': 'old', 'category': 'ROOM#BATHROOM'}]"
We loved the location and friendly staff,"[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'loved', 'category': 'LOCATION#GENERAL'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#HOSPITALITY'}]"
"The hotel was not 5 star. 3 stars is a better rating for this hotel. Restaurant food was average. No bartender so a Bacardi cola was not possible. Winelist was very limited, with just 2 wines. The room was a good 3-star due to the size and we overlooked the forest. We didn't stay in the villas, perhaps these were 5-star.","[{'aspect': 'hotel', 'polarity': 'NEG', 'opinion': 'not 5 star', 'category': 'HOTEL#GENERAL'}, {'aspect': 'Restaurant food', 'polarity': 'NEU', 'opinion': 'average', 'category': 'FOOD#TASTE'}, {'aspect': 'bartender', 'polarity': 'NEG', 'opinion': 'No', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'Wineslist', 'polarity': 'NEG', 'opinion': 'limited', 'category': 'HOTEL#GENERAL'}, {'aspect': 'room', 'polarity': 'POS', 'opinion': 'good 3 star', 'category': 'ROOM#GENERAL'}]"
The location was quite secluded from the rest of ubud and thus more quiet and relaxed!,"[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'secluded from the rest of ubud', 'category': 'LOCATION#GENERAL'}]"
"Some buildings of the property didn’t fit the overall aesthetic of the old building. The rooms are underwhelming and give of a hostel vibe. The rooms were not cleaned properly and one of the two pools was not usable, the other was a bit dirty. Our biggest problem with the resort was the fact that we were offered a 1l bottle of complimentary water a day, after two days of horrible diarrhoea we noticed that the waterbottle are not sealed, overfilled and standing in the bathroom next to the sink. We have strong suspicion that they got refilled with tap water from the bathroom sink!
The prices from the restaurant are absolutely ridiculous and take advantage from the fact that all other restaurants are a bit far away but it’s still cheaper to order full dinner for 2 people from grab than to eat a single meal in the hotel restaurant!","[{'aspect': 'rooms', 'polarity': 'NEG', 'opinion': 'underwhelming', 'category': 'ROOM#GENERAL'}, {'aspect': 'pools', 'polarity': 'NEG', 'opinion': 'hostel vibe', 'category': 'ROOM#CLEANLINESS'}, {'aspect': 'priced', 'polarity': 'NEG', 'opinion': 'not usable', 'category': 'FACILITY#POOL'}]"
"The resort is in a tranquil and beautiful location.  The 2 pools both have a great view and sitting areas were very relaxing.  Breakfast, lunch and dinners were all good with fresh food and nice serving.  Staff was wonderful and bent over backward.  We missed the tour of the galleries but heard it was amazing!","[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#GENERAL'}, {'aspect': 'pools', 'polarity': 'POS', 'opinion': 'have a great view', 'category': 'FACILITY#POOL'}, {'aspect': 'view', 'polarity': 'POS', 'opinion': 'great', 'category': 'LOCATION#VIEW'}, {'aspect': 'Staff', 'polarity': 'POS', 'opinion': 'wonderful', 'category': 'SERVICE#HOSPITALITY'}]"
"The facilities obviously need a bit more TLC but understandable due to CoVID shut down.  And, we wish the Sky Bar and other bar had been open.","[{'aspect': 'facilities', 'polarity': 'NEG', 'opinion': 'need a bit more TLC', 'category': 'FACILITY#MAINTAIN'}]"
"Clean, friendly staff, good food","[{'aspect': 'staff', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'food', 'polarity': 'POS', 'opinion': 'good', 'category': 'FOOD#TASTE'}]"
"If you don’t have a motorbike or a personal driver, it’s quite far from Ubud center. No way to come dizzy from Ubud during the night by foot.","[{'aspect': 'motorbike', 'polarity': 'NEG', 'opinion': ""don't have"", 'category': 'FACILITY#GENERAL'}, {'aspect': 'personal driver', 'polarity': 'NEG', 'opinion': 'no', 'category': 'SERVICE#ASSISTANCE'}]"
"Breakfest 3 options to choose from, quite good but make sure bacon is not 3 days old.
2 pools, quiet, great views, relaxing place, big rooms.
Food average, vegetarian soup exellent with bread.
Good service, they bring everything to your room or pool area.
Path down to river was very nice.
Even wild monkeys visited us in pool area, that was nice :)","[{'aspect': 'place', 'polarity': 'POS', 'opinion': 'relaxing', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'rooms', 'polarity': 'POS', 'opinion': 'big', 'category': 'ROOM#SPACE'}, {'aspect': 'Food', 'polarity': 'NEU', 'opinion': 'average', 'category': 'FOOD#TASTE'}, {'aspect': 'service', 'polarity': 'POS', 'opinion': 'Good', 'category': 'SERVICE#GENERAL'}, {'aspect': 'Path down to river', 'polarity': 'POS', 'opinion': 'nice', 'category': 'LOCATION#VIEW'}]"
"Location is remote, thou we knew this. Taxi is cheap but can take hour to center ubud.
Ubud center and sidewalks are terrible condition, nothing to do with Tanah Mera hotel i know.
Cleaners dont visit rooms, specially when informed that no cleaning needed.
Nothing missing but still littlebit annoying.","[{'aspect': 'Location', 'polarity': 'NEG', 'opinion': ' remote', 'category': 'LOCATION#GENERAL'}, {'aspect': 'Taxi', 'polarity': 'POS', 'opinion': 'cheap', 'category': 'HOTEL#PRICE'}, {'aspect': 'Ubud center', 'polarity': 'NEG', 'opinion': 'terrible condition', 'category': 'LOCATION#CENTRAL_CITY'}, {'aspect': 'southsides', 'polarity': 'NEG', 'opinion': 'terrible condition', 'category': 'LOCATION#GENERAL'}, {'aspect': 'Cleaners', 'polarity': 'NEG', 'opinion': 'dont visit rooms', 'category': 'SERVICE#ASSISTANCE'}]"
"I’m like breakfast, hotel very quiet , clean . I love it 😍","[{'aspect': 'breakfast', 'polarity': 'POS', 'opinion': 'like', 'category': 'FOOD#TASTE'}, {'aspect': 'hotel', 'polarity': 'POS', 'opinion': 'quiet', 'category': 'HOTEL#AMBIENCE'}]"
Location and view,"[{'aspect': 'Location', 'polarity': 'POS', 'opinion': 'Location', 'category': 'LOCATION#GENERAL'}, {'aspect': 'view', 'polarity': 'POS', 'opinion': 'large', 'category': 'LOCATION#VIEW'}]"
"The resort is old.. needs renovation, fresh paint and pools need new cares.
The shower pressure was an abomination. You cant shampoo your hair properly.","[{'aspect': 'resort', 'polarity': 'NEG', 'opinion': 'old', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'paint', 'polarity': 'NEG', 'opinion': 'needs renovation', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'pools', 'polarity': 'NEG', 'opinion': 'need new cares', 'category': 'FACILITY#POOL'}, {'aspect': 'shower pressure', 'polarity': 'NEG', 'opinion': 'abomination', 'category': 'FACILITY#POOL'}]"
"-daily yummy breakfast with the most spectacular, unreal view of the jungle
-the staff were the most friendly, personable people who take you in like family. So many sweet younger kids doing a summer job as well and everyone so friendly and willing to stop and chat or help with anything. Very good, warm people
-can't say enough about the view, relaxing nature, and interesting landscape with statues
-can hike down to a private waterfall","[{'aspect': 'breakfast', 'polarity': 'POS', 'opinion': 'yummy', 'category': 'FOOD#TASTE'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'view', 'polarity': 'POS', 'opinion': 'spectacular', 'category': 'LOCATION#VIEW'}, {'aspect': 'nature', 'polarity': 'POS', 'opinion': 'relaxing', 'category': 'LOCATION#VIEW'}, {'aspect': 'landscaping', 'polarity': 'POS', 'opinion': 'relaxing', 'category': 'LOCATION#VIEW'}, {'aspect': 'people', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'view', 'polarity': 'POS', 'opinion': 'relaxing', 'category': 'LOCATION#VIEW'}, {'aspect': 'nature', 'polarity': 'POS', 'opinion': 'interesting', 'category': 'LOCATION#VIEW'}]"
"-really difficult to set up a time to get to see the historic Indonesian artifacts in their museums. In the end, only got to see half of one and I think they have 3 museums. You have to tell the manager far in advance which was saddening since didn't get to do it","[{'aspect': 'Indonesian artifacts', 'polarity': 'NEG', 'opinion': 'difficult to set up', 'category': 'FACILITY#GENERAL'}]"
Views with an amazing swimming pool and spa and a very good affordable restaurant. That is a plus as it is opened from 7am to 10pm,"[{'aspect': 'swimming pool', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'FACILITY#POOL'}, {'aspect': 'spa', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'FACILITY#GENERAL'}, {'aspect': 'restaurant', 'polarity': 'POS', 'opinion': 'good', 'category': 'FOOD#PRICE'}]"
The bed weren't very comfy because they were two single mattresses together instead of a big one. You could feel the gap between the two mattresses.,"[{'aspect': 'bed', 'polarity': 'NEG', 'opinion': ""wasn't very comfy"", 'category': 'ROOM#BED'}, {'aspect': 'single mattress', 'polarity': 'NEG', 'opinion': 'big one', 'category': 'ROOM#BED'}]"
It’s location was stunning !and very very quite,"[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'stunning', 'category': 'LOCATION#VIEW'}]"
Cleanliness and service in the room,"[{'aspect': 'Cleanliness', 'polarity': 'POS', 'opinion': 'maintenance', 'category': 'ROOM#CLEANLINESS'}, {'aspect': 'service', 'polarity': 'POS', 'opinion': 'maintenance', 'category': 'SERVICE#GENERAL'}]"
"The place is beautiful and the owner has tried to make the place an art gallery which is very nice and is the way they sell the hotel (""Art Resort""), but unfortunately when we booked the hotel nobody told us that the art galleries were closed down so it was not possible to see the art at all. The restaurant had only half of the products they offered in the menu and the bar was also closed down. Swimming pool was nice but also need a bit of love, there was no any sunshade so it was quite difficult to enjoy the swimming pool. Rooms looked a bit old.","[{'aspect': 'place', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'art galleries', 'polarity': 'NEG', 'opinion': 'closed down', 'category': 'FACILITY#MAINTAIN'}, {'aspect': 'restaurant', 'polarity': 'NEG', 'opinion': 'only half of the products they offered', 'category': 'FOOD#CHOICE'}, {'aspect': 'bar', 'polarity': 'NEG', 'opinion': 'closed down', 'category': 'FOOD#CHOICE'}, {'aspect': 'Swimming pool', 'polarity': 'POS', 'opinion': 'nice', 'category': 'FACILITY#POOL'}, {'aspect': 'Rooms', 'polarity': 'NEG', 'opinion': 'need a bit of love', 'category': 'FACILITY#POOL'}]"
Art galleries closed down. Bar closed down. Restaurant had only a few options to choose from.,"[{'aspect': 'Art galleries', 'polarity': 'NEG', 'opinion': 'closed down', 'category': 'FACILITY#MAINTAIN'}, {'aspect': 'Bar', 'polarity': 'NEG', 'opinion': 'closed down', 'category': 'FACILITY#MAINTAIN'}, {'aspect': 'Restaurant', 'polarity': 'NEG', 'opinion': 'had only a few options', 'category': 'FOOD#CHOICE'}]"
