text,real_labels,predicted_labels
Well the tiny pool is next to the restaurant and not inviting for swimmers or sunbathers .,"[{""aspect"": ""pool"", ""opinion"": ""tiny"", ""polarity"": ""NEG"", ""category"": ""FACILITY#POOL""}]","[{""aspect"": ""pool"", ""polarity"": ""NEG"", ""opinion"": ""tiny"", ""category"": ""FACILITY#POOL""}]"
Spa was AMAZING .,"[{""aspect"": ""Spa"", ""opinion"": ""AMAZING"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}]","[{""aspect"": ""Spa"", ""polarity"": ""POS"", ""opinion"": ""Amazing"", ""category"": ""EXPERIENCE,AMBIENCE""}]"
Honestly best massage I had in Bali ! .,"[{""aspect"": ""massage"", ""opinion"": ""best"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}]","[{""aspect"": ""massage"", ""polarity"": ""POS"", ""opinion"": ""best"", ""category"": ""SERVICE#GENERAL""}]"
Lovely place in great location .,"[{""aspect"": ""place"", ""opinion"": ""Lovely"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}, {""aspect"": ""location"", ""opinion"": ""great"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}]","[{""aspect"": ""place"", ""polarity"": ""POS"", ""opinion"": ""Lovely"", ""category"": ""HOTEL#GENERAL""}, {""aspect"": ""location"", ""polarity"": ""POS"", ""opinion"": ""great"", ""category"": ""LOCATION#GENERAL""}]"
Walking distance to beaches and great restaurants .,"[{""aspect"": ""restaurants"", ""opinion"": ""great"", ""polarity"": ""POS"", ""category"": ""FOOD#GENERAL""}]","[{""aspect"": ""restaurants"", ""polarity"": ""POS"", ""opinion"": ""great"", ""category"": ""FOOD#TASTE""}]"
In house spa that is a magnificent experience with ginger tea to begin and end massage .,"[{""aspect"": ""spa"", ""opinion"": ""magnificent"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}]","[{""aspect"": ""spa"", ""polarity"": ""POS"", ""opinion"": ""magnificent"", ""category"": ""EXPERIENCE,AMBIENCE""}]"
Staff are gorgeous and SO helpful .,"[{""aspect"": ""Staff"", ""opinion"": ""gorgeous"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""Staff"", ""opinion"": ""helpful"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""Staff"", ""polarity"": ""POS"", ""opinion"": ""gorgeous"", ""category"": ""SERVICE#GENERAL""}]"
I will stay again ! ! ! ! Pool is small but I went to the beach .,"[{""aspect"": ""Pool"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""FACILITY#POOL""}]","[{""aspect"": ""Pool"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""FACILITY#POOL""}]"
The rooms are small but have every thing you need except a fridge which did not bother me .,"[{""aspect"": ""rooms"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""rooms"", ""opinion"": ""have every thing"", ""polarity"": ""POS"", ""category"": ""ROOM#AMENITIES""}]","[{""aspect"": ""rooms"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""ROOM#SPACE""}]"
"Staff are great and helpfull , location 5 min to the beach and eats in both directions .","[{""aspect"": ""Staff"", ""opinion"": ""great"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""Staff"", ""opinion"": ""helpfull"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""Staff"", ""polarity"": ""POS"", ""opinion"": ""great"", ""category"": ""SERVICE#GENERAL""}]"
i got promo price 199k for one night .,"[{""aspect"": ""price"", ""opinion"": ""promo"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""price"", ""polarity"": ""POS"", ""opinion"": ""promo"", ""category"": ""HOTEL#PRICE""}]"
"pros : - they provide tv , safe deposit box - clean room , cozy bed , good aircon - they provide kiblat locator inside the desk and a bible .","[{""aspect"": ""tv"", ""opinion"": ""provide"", ""polarity"": ""POS"", ""category"": ""ROOM#AMENITIES""}, {""aspect"": ""safe deposit box"", ""opinion"": ""provide"", ""polarity"": ""POS"", ""category"": ""ROOM#AMENITIES""}, {""aspect"": ""room"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""bed"", ""opinion"": ""cozy"", ""polarity"": ""POS"", ""category"": ""ROOM#BED""}, {""aspect"": ""aircon"", ""opinion"": ""good"", ""polarity"": ""POS"", ""category"": ""ROOM#AIRCON""}]","[{""aspect"": ""tv"", ""polarity"": ""POS"", ""opinion"": ""provide"", ""category"": ""ROOM#AMENITIES""}, {""aspect"": ""safe deposit box"", ""polarity"": ""POS"", ""opinion"": ""provide"", ""category"": ""ROOM#AMENITIES""}, {""aspect"": ""room"", ""polarity"": ""POS"", ""opinion"": ""clean"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""bed"", ""polarity"": ""POS"", ""opinion"": ""cozy"", ""category"": ""ROOM#BED""}, {""aspect"": ""aircon"", ""polarity"": ""POS"", ""opinion"": ""good"", ""category"": ""ROOM#AIRCON""}]"
"We stayed 2 weeks , the staff have been more than accommodating , the rooms yes are small .","[{""aspect"": ""rooms"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}]","[{""aspect"": ""rooms"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""ROOM#SPACE""}]"
"Ani the reception manager is amazing , during our time here we have had need to have a doctor visit , and she went above and beyond ( thank you Ani ) .","[{""aspect"": ""manager"", ""opinion"": ""amazing"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""reception manager"", ""polarity"": ""POS"", ""opinion"": ""amazing"", ""category"": ""SERVICE#GENERAL""}]"
Clean and delicate rooms .,"[{""aspect"": ""rooms"", ""opinion"": ""Clean"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""rooms"", ""opinion"": ""delicate"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}]","[{""aspect"": ""rooms"", ""polarity"": ""POS"", ""opinion"": ""Clean"", ""category"": ""ROOM#CLEANLINESS""}]"
Great bed and linens .,"[{""aspect"": ""bed"", ""opinion"": ""Great"", ""polarity"": ""POS"", ""category"": ""ROOM#BED""}, {""aspect"": ""linens"", ""opinion"": ""Great"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}]","[{""aspect"": ""bed"", ""polarity"": ""POS"", ""opinion"": ""Great"", ""category"": ""ROOM#BED""}, {""aspect"": ""linens"", ""polarity"": ""POS"", ""opinion"": ""Great"", ""category"": ""ROOM#CLEANLINESS""}]"
"The rooms are a bit small , but no problem for us .","[{""aspect"": ""rooms"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}]","[{""aspect"": ""rooms"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""ROOM#SPACE""}]"
Pool area is in the lobby / restaurant and is not that appealing .,"[{""aspect"": ""Pool area"", ""opinion"": ""not that appealing"", ""polarity"": ""NEG"", ""category"": ""FACILITY#POOL""}]","[{""aspect"": ""Pool area"", ""polarity"": ""NEG"", ""opinion"": ""not that appealing"", ""category"": ""FACILITY#POOL""}]"
Small but good breakfast .,"[{""aspect"": ""breakfast"", ""opinion"": ""Small"", ""polarity"": ""NEG"", ""category"": ""FOOD#CHOICE""}, {""aspect"": ""breakfast"", ""opinion"": ""good"", ""polarity"": ""POS"", ""category"": ""FOOD#GENERAL""}]","[{""aspect"": ""breakfast"", ""polarity"": ""NEG"", ""opinion"": ""Small"", ""category"": ""FOOD#CHOICE""}]"
New menu every day .,"[{""aspect"": ""menu"", ""opinion"": ""New"", ""polarity"": ""POS"", ""category"": ""FOOD#CHOICE""}]","[{""aspect"": ""menu"", ""polarity"": ""POS"", ""opinion"": ""New"", ""category"": ""FOOD#CHOICE""}]"
Good hotel with excellent location for the beach and seminyak .,"[{""aspect"": ""hotel"", ""opinion"": ""Good"", ""polarity"": ""POS"", ""category"": ""HOTEL#GENERAL""}, {""aspect"": ""location"", ""opinion"": ""excellent"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}]","[{""aspect"": ""hotel"", ""polarity"": ""POS"", ""opinion"": ""Good"", ""category"": ""HOTEL#GENERAL""}, {""aspect"": ""location"", ""polarity"": ""POS"", ""opinion"": ""excellent"", ""category"": ""LOCATION#GENERAL""}]"
Breakfast is not worth it and the pool is questionable as a pool .,"[{""aspect"": ""Breakfast"", ""opinion"": ""not worth it"", ""polarity"": ""NEG"", ""category"": ""FOOD#PRICE""}, {""aspect"": ""pool"", ""opinion"": ""questionable"", ""polarity"": ""NEG"", ""category"": ""FACILITY#POOL""}]","[{""aspect"": ""Breakfast"", ""polarity"": ""NEG"", ""opinion"": ""not worth it"", ""category"": ""FOOD#PRICE""}, {""aspect"": ""pool"", ""polarity"": ""NEG"", ""opinion"": ""questionable"", ""category"": ""FACILITY#POOL""}]"
We arrived late on our first night and the restaurant cooked us a nice meal at about 9 : 30 .,"[{""aspect"": ""restaurant"", ""opinion"": ""nice meal"", ""polarity"": ""POS"", ""category"": ""FOOD#TASTE""}]","[{""aspect"": ""restaurant"", ""polarity"": ""POS"", ""opinion"": ""nice meal"", ""category"": ""FOOD#TASTE""}]"
Staff are very friendly and helpful Spa is good .,"[{""aspect"": ""Staff"", ""opinion"": ""friendly"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""Staff"", ""opinion"": ""helpful"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""Spa"", ""opinion"": ""good"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}]","[{""aspect"": ""Staff"", ""polarity"": ""POS"", ""opinion"": ""friendly"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""Spa"", ""polarity"": ""POS"", ""opinion"": ""helpful"", ""category"": ""SERVICE#GENERAL""}]"
"For the price , this hotel is outstanding ! Lovely room although a little small , extremely clean , great staff and a lovely cheap spa .","[{""aspect"": ""price"", ""opinion"": ""outstanding"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""hotel"", ""opinion"": ""outstanding"", ""polarity"": ""POS"", ""category"": ""HOTEL#GENERAL""}, {""aspect"": ""room"", ""opinion"": ""Lovely"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}, {""aspect"": ""room"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""room"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""staff"", ""opinion"": ""great"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""spa"", ""opinion"": ""lovely"", ""polarity"": ""POS"", ""category"": ""FACILITY#GENERAL""}, {""aspect"": ""spa"", ""opinion"": ""cheap"", ""polarity"": ""POS"", ""category"": ""FACILITY#PRICE""}]","[{""aspect"": ""price"", ""polarity"": ""POS"", ""opinion"": ""outstanding"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""hotel"", ""polarity"": ""POS"", ""opinion"": ""outstanding"", ""category"": ""HOTEL#GENERAL""}, {""aspect"": ""room"", ""polarity"": ""POS"", ""opinion"": ""Lovely"", ""category"": ""ROOM#GENERAL""}, {""aspect"": ""staff"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""spa"", ""polarity"": ""POS"", ""opinion"": ""clean"", ""category"": ""SERVICE#GENERAL""}]"
Didn ' t get a free breakfast so can ' t comment on that .,"[{""aspect"": ""breakfast"", ""opinion"": ""Didn ' t get a free"", ""polarity"": ""NEG"", ""category"": ""FOOD#PRICE""}]","[{""aspect"": ""breakfast"", ""polarity"": ""NEG"", ""opinion"": ""Didn't get a free"", ""category"": ""FOOD#PRICE""}]"
Excellent location so near the beach and lots of bars shops and restaurants .,"[{""aspect"": ""location"", ""opinion"": ""Excellent"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}]","[{""aspect"": ""location"", ""polarity"": ""POS"", ""opinion"": ""Excellent"", ""category"": ""LOCATION#GENERAL""}, {""aspect"": ""beach"", ""polarity"": ""POS"", ""opinion"": ""near"", ""category"": ""LOCATION#ATTRACTIONS""}, {""aspect"": ""bars shops"", ""polarity"": ""POS"", ""opinion"": ""near"", ""category"": ""LOCATION#ENTERTAINMENT""}, {""aspect"": ""restaurants"", ""polarity"": ""POS"", ""opinion"": ""near"", ""category"": ""LOCATION#NEARBY_AMENITIES""}]"
Location perfect .,"[{""aspect"": ""Location"", ""opinion"": ""perfect"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}]","[{""aspect"": ""Location"", ""polarity"": ""POS"", ""opinion"": ""perfect"", ""category"": ""LOCATION#GENERAL""}]"
Breakfast perfect .,"[{""aspect"": ""Breakfast"", ""opinion"": ""perfect"", ""polarity"": ""POS"", ""category"": ""FOOD#TASTE""}]","[{""aspect"": ""Breakfast"", ""polarity"": ""POS"", ""opinion"": ""perfect"", ""category"": ""FOOD#TASTE""}]"
Room small but comfortable .,"[{""aspect"": ""Room"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""Room"", ""opinion"": ""comfortable"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}]","[{""aspect"": ""Room"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""ROOM#SPACE""}]"
Pity the hotel is incomplete and looks nothing like the picture on website .,"[{""aspect"": ""hotel"", ""opinion"": ""incomplete"", ""polarity"": ""NEG"", ""category"": ""HOTEL#GENERAL""}]","[{""aspect"": ""hotel"", ""polarity"": ""NEG"", ""opinion"": ""incomplete"", ""category"": ""HOTEL#GENERAL""}]"
Staff were extremely helpful .,"[{""aspect"": ""Staff"", ""opinion"": ""helpful"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""Staff"", ""polarity"": ""POS"", ""opinion"": ""helpful"", ""category"": ""SERVICE#GENERAL""}]"
Will surely come back ! It ' s my first time in Bali and this is the only hotel that ' s conveniently located at the beach and affordable .,"[{""aspect"": ""hotel"", ""opinion"": ""conveniently located"", ""polarity"": ""POS"", ""category"": ""LOCATION#TRANSPORT_HUB""}, {""aspect"": ""hotel"", ""opinion"": ""affordable"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""hotel"", ""polarity"": ""POS"", ""opinion"": ""conveniently located"", ""category"": ""LOCATION#NEARBY_AMENITIES""}]"
"Although the pool is under renovation , i think over - all it ' s still okay .","[{""aspect"": ""pool"", ""opinion"": ""under renovation"", ""polarity"": ""NEG"", ""category"": ""FACILITY#MAINTAIN""}]","[{""aspect"": ""pool"", ""polarity"": ""NEG"", ""opinion"": ""under renovation"", ""category"": ""FACILITY#POOL""}]"
"the towel was dirty , the hot water wasn ' t working , the wifi was poor .","[{""aspect"": ""towel"", ""opinion"": ""dirty"", ""polarity"": ""NEG"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""hot water"", ""opinion"": ""wasn ' t working"", ""polarity"": ""NEG"", ""category"": ""ROOM#MAINTAIN""}, {""aspect"": ""wifi"", ""opinion"": ""poor"", ""polarity"": ""NEG"", ""category"": ""FACILITY#WIFI""}]","[{""aspect"": ""towel"", ""polarity"": ""NEG"", ""opinion"": ""dirty"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""hot water"", ""polarity"": ""NEG"", ""opinion"": ""wasn't working"", ""category"": ""ROOM#MAINTAIN""}, {""aspect"": ""wifi"", ""polarity"": ""NEG"", ""opinion"": ""poor"", ""category"": ""FACILITY#WIFI""}]"
"i ordered for the breakfast , and that was the worst breakfast ever ! ! the coffee was bad , so does the orange juice .","[{""aspect"": ""breakfast"", ""opinion"": ""worst"", ""polarity"": ""NEG"", ""category"": ""FOOD#GENERAL""}, {""aspect"": ""coffee"", ""opinion"": ""bad"", ""polarity"": ""NEG"", ""category"": ""FOOD#TASTE""}, {""aspect"": ""orange juice"", ""opinion"": ""bad"", ""polarity"": ""NEG"", ""category"": ""FOOD#TASTE""}]","[{""aspect"": ""breakfast"", ""polarity"": ""NEG"", ""opinion"": ""worst"", ""category"": ""FOOD#GENERAL""}, {""aspect"": ""coffee"", ""polarity"": ""NEG"", ""opinion"": ""bad"", ""category"": ""FOOD#TASTE""}, {""aspect"": ""orange juice"", ""polarity"": ""NEG"", ""opinion"": ""bad"", ""category"": ""FOOD#TASTE""}]"
This place is perfect base for any traveller .,"[{""aspect"": ""place"", ""opinion"": ""perfect"", ""polarity"": ""POS"", ""category"": ""HOTEL#GENERAL""}]","[{""aspect"": ""place"", ""polarity"": ""POS"", ""opinion"": ""perfect"", ""category"": ""HOTEL#GENERAL""}]"
Location only a short walk to the beach .,"[{""aspect"": ""Location"", ""opinion"": ""short walk"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}]","[{""aspect"": ""Location"", ""polarity"": ""POS"", ""opinion"": ""short walk to the beach"", ""category"": ""LOCATION#NEARBY_AMENITIES""}]"
The staff were super friendly and were always around to help and answer questions .,"[{""aspect"": ""staff"", ""opinion"": ""friendly"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""staff"", ""opinion"": ""always around"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""staff"", ""polarity"": ""POS"", ""opinion"": ""friendly"", ""category"": ""SERVICE#GENERAL""}]"
Shower was average and could hear noise from outside but was bearable .,"[{""aspect"": ""Shower"", ""opinion"": ""average"", ""polarity"": ""NEU"", ""category"": ""ROOM#BATHROOM""}, {""aspect"": ""noise"", ""opinion"": ""could hear"", ""polarity"": ""NEG"", ""category"": ""EXPERIENCE,AMBIENCE""}]","[{""aspect"": ""Shower"", ""polarity"": ""NEU"", ""opinion"": ""average"", ""category"": ""ROOM#BATHROOM""}]"
The rooms are modern with clean facilities .,"[{""aspect"": ""rooms"", ""opinion"": ""modern"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}, {""aspect"": ""facilities"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""FACILITY#CLEANLINESS""}]","[{""aspect"": ""rooms"", ""polarity"": ""POS"", ""opinion"": ""modern"", ""category"": ""EXPERIENCE,AMBIENCE""}, {""aspect"": ""facilities"", ""polarity"": ""POS"", ""opinion"": ""clean"", ""category"": ""FACILITY#CLEANLINESS""}]"
The hotelmstaff is friendly and helpful .,"[{""aspect"": ""hotelmstaff"", ""opinion"": ""friendly"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""hotelmstaff"", ""opinion"": ""helpful"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""hotelmstaff"", ""polarity"": ""POS"", ""opinion"": ""friendly"", ""category"": ""SERVICE#GENERAL""}]"
Good value for the price you pay per room .,"[{""aspect"": ""price"", ""opinion"": ""Good value"", ""polarity"": ""NEG"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""price"", ""polarity"": ""POS"", ""opinion"": ""Good value"", ""category"": ""HOTEL#PRICE""}]"
The bathrooms were fair size but the room itself was pretty small .,"[{""aspect"": ""bathrooms"", ""opinion"": ""fair size"", ""polarity"": ""NEU"", ""category"": ""ROOM#BATHROOM""}, {""aspect"": ""room"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}]","[{""aspect"": ""bathrooms"", ""polarity"": ""NEU"", ""opinion"": ""fair size"", ""category"": ""ROOM#BATHROOM""}, {""aspect"": ""room"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""ROOM#SPACE""}]"
Overall it is an average hotel in Bali .,"[{""aspect"": ""hotel"", ""opinion"": ""average"", ""polarity"": ""NEU"", ""category"": ""HOTEL#GENERAL""}]","[{""aspect"": ""hotel"", ""polarity"": ""NEU"", ""opinion"": ""average"", ""category"": ""HOTEL#GENERAL""}]"
The food was decent but they charge more than the local restaurants for less food .,"[{""aspect"": ""food"", ""opinion"": ""decent"", ""polarity"": ""NEU"", ""category"": ""FOOD#TASTE""}, {""aspect"": ""charge"", ""opinion"": ""more"", ""polarity"": ""NEG"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""food"", ""polarity"": ""NEU"", ""opinion"": ""decent"", ""category"": ""FOOD#TASTE""}, {""aspect"": ""charge"", ""polarity"": ""NEG"", ""opinion"": ""more"", ""category"": ""HOTEL#PRICE""}]"
"value for money , simple and clean .","[{""aspect"": ""money"", ""opinion"": ""value"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""money"", ""polarity"": ""POS"", ""opinion"": ""value"", ""category"": ""HOTEL#PRICE""}]"
"I booked way ahead of time and as a friend had stayed I requested a room that she stayed in , that was confirmed but on arrival the would not give me that room and gave me a room that was noisy and not what I wanted .","[{""aspect"": ""room"", ""opinion"": ""noisy"", ""polarity"": ""NEG"", ""category"": ""EXPERIENCE,AMBIENCE""}]","[{""aspect"": ""room"", ""polarity"": ""NEG"", ""opinion"": ""noisy"", ""category"": ""EXPERIENCE,AMBIENCE""}]"
The rooms were a little on the small side but new and clean and the AC worked well .,"[{""aspect"": ""rooms"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""rooms"", ""opinion"": ""new"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}, {""aspect"": ""rooms"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""AC"", ""opinion"": ""worked well"", ""polarity"": ""POS"", ""category"": ""ROOM#AIRCON""}]","[{""aspect"": ""rooms"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""AC"", ""polarity"": ""POS"", ""opinion"": ""new"", ""category"": ""EXPERIENCE,AMBIENCE""}]"
The staff were very nice and they held our bags for 4 days while we went to a different area .,"[{""aspect"": ""staff"", ""opinion"": ""nice"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""staff"", ""polarity"": ""POS"", ""opinion"": ""nice"", ""category"": ""SERVICE#GENERAL""}]"
It ' s also a very good price for the area .,"[{""aspect"": ""price"", ""opinion"": ""good"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""price"", ""polarity"": ""POS"", ""opinion"": ""good"", ""category"": ""HOTEL#PRICE""}]"
"( weekends ) Why ? Price - just great value ! Location - 200 metres from the beach , bars & restaurants Room - Small , basic , but clean and functional for a weekend break Staff - always friendly .","[{""aspect"": ""Price"", ""opinion"": ""great value"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""Room"", ""opinion"": ""Small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""Room"", ""opinion"": ""basic"", ""polarity"": ""NEU"", ""category"": ""ROOM#GENERAL""}, {""aspect"": ""Room"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""Room"", ""opinion"": ""functional"", ""polarity"": ""NEU"", ""category"": ""ROOM#GENERAL""}, {""aspect"": ""Staff"", ""opinion"": ""friendly"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""Price"", ""polarity"": ""POS"", ""opinion"": ""great value"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""Location"", ""polarity"": ""POS"", ""opinion"": ""200 metres"", ""category"": ""LOCATION#GENERAL""}, {""aspect"": ""beach"", ""polarity"": ""POS"", ""opinion"": ""200 metres"", ""category"": ""LOCATION#ATTRACTIONS""}, {""aspect"": ""bars"", ""polarity"": ""POS"", ""opinion"": ""200 metres"", ""category"": ""LOCATION#ENTERTAINMENT""}, {""aspect"": ""restaurants"", ""polarity"": ""POS"", ""opinion"": ""200 metres"", ""category"": ""LOCATION#NEARBY_AMENITIES""}, {""aspect"": ""Room"", ""polarity"": ""NEU"", ""opinion"": ""Small"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""Staff"", ""polarity"": ""POS"", ""opinion"": ""basic"", ""category"": ""ROOM#GENERAL""}]"
I stayed two nights with a friend and loved this place .,"[{""aspect"": ""place"", ""opinion"": ""loved"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}]","[{""aspect"": ""place"", ""polarity"": ""POS"", ""opinion"": ""loved"", ""category"": ""HOTEL#GENERAL""}]"
"It doesnt have a fridge or a iron but it doesnt matter as we ate out and got our ironing done around the corner for 50 cents a piece ! Fabulous friendly staff to greet us and in perfect location for beach , shops , restaurants etc .","[{""aspect"": ""fridge"", ""opinion"": ""doesnt have"", ""polarity"": ""NEG"", ""category"": ""ROOM#FACILITY""}, {""aspect"": ""iron"", ""opinion"": ""doesnt have"", ""polarity"": ""NEG"", ""category"": ""ROOM#FACILITY""}, {""aspect"": ""staff"", ""opinion"": ""friendly"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""location"", ""opinion"": ""perfect"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}]","[{""aspect"": ""fridge"", ""polarity"": ""NEG"", ""opinion"": ""doesnt have"", ""category"": ""ROOM#FACILITY""}, {""aspect"": ""iron"", ""polarity"": ""NEG"", ""opinion"": ""doesnt have"", ""category"": ""ROOM#FACILITY""}, {""aspect"": ""staff"", ""polarity"": ""POS"", ""opinion"": ""friendly"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""location"", ""polarity"": ""POS"", ""opinion"": ""perfect"", ""category"": ""LOCATION#GENERAL""}]"
This is a fairly new hotel & being only a few hundred metres to the beach & within walking distance to the shops it is well located .,"[{""aspect"": ""hotel"", ""opinion"": ""new"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}, {""aspect"": ""beach"", ""opinion"": ""walking distance"", ""polarity"": ""POS"", ""category"": ""LOCATION#ATTRACTIONS""}, {""aspect"": ""hotel"", ""opinion"": ""well located"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}]","[{""aspect"": ""hotel"", ""polarity"": ""POS"", ""opinion"": ""new"", ""category"": ""EXPERIENCE,AMBIENCE""}, {""aspect"": ""beach"", ""polarity"": ""POS"", ""opinion"": ""few hundred metres"", ""category"": ""LOCATION#ATTRACTIONS""}, {""aspect"": ""shops"", ""polarity"": ""POS"", ""opinion"": ""walking distance"", ""category"": ""LOCATION#NEARBY_AMENITIES""}]"
A nice and cheap place to stay in ! Close to seminyak beach .,"[{""aspect"": ""place"", ""opinion"": ""nice"", ""polarity"": ""POS"", ""category"": ""HOTEL#GENERAL""}, {""aspect"": ""place"", ""opinion"": ""cheap"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""place"", ""polarity"": ""POS"", ""opinion"": ""nice"", ""category"": ""HOTEL#GENERAL""}, {""aspect"": ""seminyak beach"", ""polarity"": ""POS"", ""opinion"": ""cheap"", ""category"": ""HOTEL#PRICE""}]"
